id,consumption,datetime
86162,7.744,2022-01-06 11:32:18
86626,7.7,2022-01-06 11:55:29
85785,6.874,2022-01-06 12:17:50
85756,6.874,2022-01-06 12:17:50
86452,8.126,2022-01-06 12:39:43
86832,6.392,2022-01-06 12:59:33
85350,7.5,2022-01-06 13:23:38
86742,7.124,2022-01-06 13:46:14
85437,5.114,2022-01-06 14:06:40
85582,7.886,2022-01-06 14:27:41
86568,6.432,2022-01-06 14:49:15
86046,6.798,2022-01-06 15:10:45
85640,6.81,2022-01-06 15:32:36
87035,7.012,2022-01-06 15:53:30
86133,7.082,2022-01-06 16:14:02
86890,7.168,2022-01-06 16:36:37
85379,6.898,2022-01-06 16:58:21
85553,6.202,2022-01-06 17:17:32
85843,7.254,2022-01-06 17:38:19
85408,8.248,2022-01-06 17:58:58
85669,16.176,2022-01-06 18:40:01
86104,8.388,2022-01-06 19:01:46
86481,8.388,2022-01-06 19:22:16
87006,7.54,2022-01-06 19:42:14
86017,8.976,2022-01-06 20:03:00
86861,8.424,2022-01-06 20:24:18
85611,9.112,2022-01-06 20:44:30
86278,9.332,2022-01-06 21:05:31
86803,8.972,2022-01-06 21:25:47
85814,9.256,2022-01-06 21:46:30
86655,9.256,2022-01-06 22:07:27
86336,8.516,2022-01-06 22:27:11
85698,17.772,2022-01-06 23:06:41
87093,9.312,2022-01-06 23:28:11
86075,2.784,2022-01-06 23:47:38
86482,1.91,2022-01-07 00:29:09
85512,0.93,2022-01-07 00:48:57
86238,0.9,2022-01-07 01:08:45
86151,0.99,2022-01-07 01:30:29
85641,1.99,2022-01-07 02:13:36
86598,0.96,2022-01-07 02:34:48
85106,0.932,2022-01-07 02:54:56
86656,0.976,2022-01-07 03:16:15
86308,0.892,2022-01-07 03:36:19
85338,0.944,2022-01-07 03:57:00
85699,0.924,2022-01-07 04:16:47
85541,1.816,2022-01-07 04:56:36
86453,0.946,2022-01-07 05:17:09
86209,0.986,2022-01-07 05:38:38
85670,0.908,2022-01-07 05:59:13
86875,0.988,2022-01-07 06:20:25
85367,0.944,2022-01-07 06:41:21
86569,1.028,2022-01-07 07:03:55
85960,0.934,2022-01-07 07:24:18
86627,8.934,2022-01-07 07:45:46
85164,9.496,2022-01-07 08:06:46
85135,9.496,2022-01-07 08:06:46
85309,9.14,2022-01-07 08:27:56
85844,8.868,2022-01-07 08:48:07
86904,25.282,2022-01-07 09:47:41
85612,8.546,2022-01-07 10:09:15
86817,8.632,2022-01-07 10:30:53
86122,8.008,2022-01-07 10:54:16
86296,6.81,2022-01-07 11:15:18
86685,7.174,2022-01-07 11:36:14
85989,7.578,2022-01-07 11:58:44
85815,6.534,2022-01-07 12:19:59
86395,7.052,2022-01-07 12:41:59
85460,8.168,2022-01-07 13:07:44
85396,6.146,2022-01-07 13:28:30
86267,5.63,2022-01-07 13:49:31
86511,5.98,2022-01-07 14:09:32
86788,6.018,2022-01-07 14:30:15
86093,5.838,2022-01-07 14:51:19
85728,6.11,2022-01-07 15:12:16
85786,5.678,2022-01-07 15:33:12
86846,5.868,2022-01-07 15:53:55
86424,6.34,2022-01-07 16:14:18
85222,6.04,2022-01-07 16:35:19
85454,6.348,2022-01-07 16:56:15
85583,7.238,2022-01-07 17:16:02
86035,6.258,2022-01-07 17:36:08
86540,7.132,2022-01-07 17:55:57
86337,7.17,2022-01-07 18:17:01
86064,8.118,2022-01-07 18:38:17
85280,7.012,2022-01-07 18:58:00
85873,8.548,2022-01-07 19:19:41
86714,7.36,2022-01-07 19:39:04
85251,8.204,2022-01-07 19:58:56
86933,7.964,2022-01-07 20:19:03
85425,8.78,2022-01-07 20:41:00
85757,9.436,2022-01-07 21:02:12
85931,8.716,2022-01-07 21:23:56
86180,8.484,2022-01-07 21:45:08
86743,9.192,2022-01-07 22:07:13
86366,8.072,2022-01-07 22:26:56
85902,9.064,2022-01-07 22:47:43
85570,8.142,2022-01-07 23:07:50
85193,17.26,2022-01-07 23:49:52
73596,0.974,2022-01-08 00:10:47
74031,0.912,2022-01-08 00:30:25
74727,0.94,2022-01-08 00:51:12
74669,0.972,2022-01-08 01:12:30
74466,0.96,2022-01-08 01:33:12
74959,1.988,2022-01-08 02:16:58
75104,0.996,2022-01-08 02:38:45
75075,0.976,2022-01-08 02:59:50
73712,1.002,2022-01-08 03:22:00
75278,0.966,2022-01-08 03:43:33
74234,0.924,2022-01-08 04:03:25
74437,1.008,2022-01-08 04:25:35
74756,1.002,2022-01-08 04:47:13
74495,1.014,2022-01-08 05:09:24
74698,0.96,2022-01-08 05:30:24
74176,0.992,2022-01-08 05:52:06
73625,0.988,2022-01-08 06:13:41
74988,0.948,2022-01-08 06:34:39
73828,0.896,2022-01-08 06:54:29
75133,0.948,2022-01-08 07:15:16
75017,0.948,2022-01-08 07:35:48
73886,2.022,2022-01-08 08:20:11
74263,1.022,2022-01-08 08:42:13
74524,1.982,2022-01-08 09:25:32
73654,0.986,2022-01-08 09:47:11
74002,0.994,2022-01-08 10:09:03
74872,1.032,2022-01-08 10:31:17
74147,0.914,2022-01-08 10:51:53
75046,0.94,2022-01-08 11:12:10
75162,0.96,2022-01-08 11:33:03
74785,0.864,2022-01-08 11:52:03
73915,0.968,2022-01-08 12:13:36
73741,0.898,2022-01-08 12:33:03
75249,0.894,2022-01-08 12:52:49
74564,1.028,2022-01-08 13:15:50
75307,0.948,2022-01-08 13:36:59
74593,0.92,2022-01-08 13:56:55
74901,0.924,2022-01-08 14:17:27
74118,0.896,2022-01-08 14:36:50
75191,1.116,2022-01-08 15:01:25
73857,0.964,2022-01-08 15:22:42
74060,0.86,2022-01-08 15:41:57
74292,0.992,2022-01-08 16:04:01
74814,0.922,2022-01-08 16:23:53
74379,0.924,2022-01-08 16:44:53
74535,0.96,2022-01-08 17:05:28
73683,0.914,2022-01-08 17:25:44
73944,0.968,2022-01-08 17:46:59
73770,0.932,2022-01-08 18:07:35
75336,1.77,2022-01-08 18:46:29
74089,0.898,2022-01-08 19:06:36
75220,1.868,2022-01-08 19:47:35
74930,0.956,2022-01-08 20:08:24
74640,1.952,2022-01-08 20:55:03
74408,0.98,2022-01-08 21:16:29
74843,0.912,2022-01-08 21:36:58
74321,0.992,2022-01-08 21:58:48
74350,0.896,2022-01-08 22:17:54
73973,0.952,2022-01-08 22:39:08
75365,1.062,2022-01-08 23:02:00
74205,1.022,2022-01-08 23:24:37
73799,0.926,2022-01-08 23:45:03
77832,0.926,2022-01-09 00:04:59
78702,0.9,2022-01-09 00:24:51
79108,0.916,2022-01-09 00:44:48
78789,0.92,2022-01-09 01:04:57
78122,2.086,2022-01-09 01:54:08
79340,0.998,2022-01-09 02:15:57
77948,0.952,2022-01-09 02:37:18
78180,0.928,2022-01-09 02:57:16
78644,0.948,2022-01-09 03:18:14
78499,0.948,2022-01-09 03:38:34
78238,0.956,2022-01-09 03:59:28
78905,0.964,2022-01-09 04:20:32
78296,0.956,2022-01-09 04:41:37
77803,0.946,2022-01-09 05:02:19
79137,1.882,2022-01-09 05:43:31
78818,1.06,2022-01-09 06:06:47
78760,0.908,2022-01-09 06:26:25
78093,0.942,2022-01-09 06:47:25
78064,0.894,2022-01-09 07:06:59
78151,0.988,2022-01-09 07:28:37
79195,0.962,2022-01-09 07:48:50
78441,0.954,2022-01-09 08:09:16
78876,0.974,2022-01-09 08:30:09
78615,0.922,2022-01-09 08:49:48
77629,0.912,2022-01-09 09:09:59
77774,0.996,2022-01-09 09:30:50
78006,1.898,2022-01-09 10:11:57
77919,0.97,2022-01-09 10:32:39
78731,0.922,2022-01-09 10:52:26
79282,1.062,2022-01-09 11:15:04
78934,0.908,2022-01-09 11:34:41
79311,0.94,2022-01-09 11:54:29
79166,1.024,2022-01-09 12:16:36
78470,0.944,2022-01-09 12:36:54
78557,0.926,2022-01-09 12:56:55
77745,0.962,2022-01-09 13:18:08
78325,0.992,2022-01-09 13:39:09
78035,0.9,2022-01-09 13:59:01
78209,0.936,2022-01-09 14:19:15
79021,1.0,2022-01-09 14:40:24
79398,0.88,2022-01-09 14:59:37
77890,0.964,2022-01-09 15:20:47
79050,0.952,2022-01-09 15:41:07
78412,0.97,2022-01-09 16:02:20
78847,0.95,2022-01-09 16:22:57
77716,1.016,2022-01-09 16:44:52
78354,1.956,2022-01-09 17:26:39
78673,1.012,2022-01-09 17:48:20
79369,0.958,2022-01-09 18:09:03
77861,1.882,2022-01-09 18:50:15
78963,0.984,2022-01-09 19:10:50
78383,1.012,2022-01-09 19:32:44
77687,0.94,2022-01-09 19:52:56
79079,0.956,2022-01-09 20:13:30
78586,8.102,2022-01-09 20:34:48
77600,8.784,2022-01-09 20:54:31
79253,9.572,2022-01-09 21:15:52
79224,9.758,2022-01-09 21:38:03
77977,8.878,2022-01-09 21:57:25
78267,9.164,2022-01-09 22:18:15
78992,8.854,2022-01-09 22:38:02
78528,8.794,2022-01-09 22:58:05
77658,18.39,2022-01-09 23:41:11
78385,1.864,2022-01-10 00:22:16
78129,0.924,2022-01-10 00:41:56
78709,0.97,2022-01-10 01:03:10
78501,0.892,2022-01-10 01:23:09
78912,0.956,2022-01-10 01:43:21
77781,0.906,2022-01-10 02:03:32
77549,0.912,2022-01-10 02:23:21
78796,0.9,2022-01-10 02:42:50
77462,1.012,2022-01-10 03:04:21
78593,1.056,2022-01-10 03:27:43
77897,0.932,2022-01-10 03:47:41
78245,0.976,2022-01-10 04:08:53
77201,0.952,2022-01-10 04:29:47
77346,0.87,2022-01-10 04:48:51
77984,0.962,2022-01-10 05:09:42
78100,1.886,2022-01-10 05:50:00
78356,0.94,2022-01-10 06:10:26
77433,1.014,2022-01-10 06:32:26
77520,0.944,2022-01-10 06:52:57
78854,0.926,2022-01-10 07:13:03
77752,0.91,2022-01-10 07:33:17
78941,0.956,2022-01-10 07:53:17
77868,0.936,2022-01-10 08:13:41
77143,0.922,2022-01-10 08:33:11
77317,0.922,2022-01-10 08:53:14
78564,0.92,2022-01-10 09:12:28
78680,1.056,2022-01-10 09:35:45
78013,0.992,2022-01-10 09:56:23
78530,0.936,2022-01-10 10:16:22
78332,0.956,2022-01-10 10:37:27
77375,0.99,2022-01-10 10:58:05
78970,0.946,2022-01-10 11:18:47
77723,0.932,2022-01-10 11:38:25
77172,0.944,2022-01-10 11:58:57
77289,0.914,2022-01-10 12:18:24
77233,0.914,2022-01-10 12:18:24
78825,0.972,2022-01-10 12:39:44
77926,1.116,2022-01-10 13:03:18
78158,0.974,2022-01-10 13:24:35
78443,0.982,2022-01-10 13:45:32
77404,1.074,2022-01-10 14:09:08
77578,0.912,2022-01-10 14:28:53
78999,0.944,2022-01-10 14:48:38
77665,0.988,2022-01-10 15:10:09
78883,0.944,2022-01-10 15:30:37
77955,0.904,2022-01-10 15:50:47
78187,3.81,2022-01-10 16:11:44
78651,7.214,2022-01-10 16:31:04
77607,6.384,2022-01-10 16:51:00
78303,6.328,2022-01-10 17:12:05
78472,5.756,2022-01-10 17:31:46
77839,6.636,2022-01-10 17:52:10
78767,7.194,2022-01-10 18:11:59
78216,6.902,2022-01-10 18:32:57
79028,8.156,2022-01-10 18:54:15
77636,15.306,2022-01-10 19:35:24
77114,7.48,2022-01-10 19:54:47
78071,7.734,2022-01-10 20:15:45
78042,8.204,2022-01-10 20:34:28
77694,7.78,2022-01-10 20:54:34
78274,8.256,2022-01-10 21:14:24
77286,8.444,2022-01-10 21:35:48
77491,8.444,2022-01-10 21:57:08
77810,8.68,2022-01-10 22:18:47
79057,8.692,2022-01-10 22:40:03
78738,8.104,2022-01-10 23:00:18
78414,8.392,2022-01-10 23:20:38
78622,9.094,2022-01-10 23:42:16
80360,2.35,2022-01-11 00:21:51
81390,0.948,2022-01-11 00:42:10
81245,0.932,2022-01-11 01:02:25
81216,0.886,2022-01-11 01:21:37
80085,0.93,2022-01-11 01:42:04
80592,0.932,2022-01-11 02:02:17
81071,0.964,2022-01-11 02:23:43
80868,0.964,2022-01-11 02:44:55
79737,0.966,2022-01-11 03:05:27
80186,0.936,2022-01-11 03:25:35
79969,0.908,2022-01-11 03:45:59
80752,0.93,2022-01-11 04:06:14
80418,1.832,2022-01-11 04:45:49
81274,0.972,2022-01-11 05:07:23
81419,1.13,2022-01-11 05:31:26
80331,1.0,2022-01-11 05:53:14
80839,0.982,2022-01-11 06:14:49
79592,0.96,2022-01-11 06:35:59
81013,0.94,2022-01-11 06:56:06
79708,0.88,2022-01-11 07:15:35
79824,0.982,2022-01-11 07:36:18
80607,0.908,2022-01-11 07:56:26
81129,1.042,2022-01-11 08:19:07
80897,10.728,2022-01-11 08:43:40
80389,9.288,2022-01-11 09:05:10
80694,9.268,2022-01-11 09:25:49
80302,8.776,2022-01-11 09:45:28
80056,8.34,2022-01-11 10:06:46
79563,7.86,2022-01-11 10:28:50
79679,7.52,2022-01-11 10:48:52
79853,6.368,2022-01-11 11:10:19
80143,5.528,2022-01-11 11:30:16
80926,5.984,2022-01-11 11:51:36
80563,5.16,2022-01-11 12:10:23
80723,5.57,2022-01-11 12:33:18
81042,5.242,2022-01-11 12:52:26
79940,4.752,2022-01-11 13:15:26
81187,4.322,2022-01-11 13:35:23
80273,4.638,2022-01-11 13:56:19
81332,4.496,2022-01-11 14:17:10
79795,4.186,2022-01-11 14:37:58
80781,4.03,2022-01-11 14:59:50
79650,3.184,2022-01-11 15:19:12
80476,4.24,2022-01-11 15:39:59
80534,4.344,2022-01-11 15:59:41
80244,5.742,2022-01-11 16:23:43
81361,4.88,2022-01-11 16:43:55
79621,5.674,2022-01-11 17:05:22
80810,6.04,2022-01-11 17:24:31
79911,6.648,2022-01-11 17:45:57
81100,5.756,2022-01-11 18:06:01
80027,6.38,2022-01-11 18:27:07
81303,7.444,2022-01-11 18:47:29
80505,14.988,2022-01-11 19:30:39
79766,7.82,2022-01-11 19:50:56
80114,8.472,2022-01-11 20:12:15
81158,7.908,2022-01-11 20:32:15
80955,7.538,2022-01-11 20:52:13
79882,8.29,2022-01-11 21:12:42
80665,8.616,2022-01-11 21:36:36
79534,8.154,2022-01-11 21:57:29
79998,8.514,2022-01-11 22:18:34
80984,7.524,2022-01-11 22:38:27
80215,7.484,2022-01-11 22:58:35
80447,8.22,2022-01-11 23:19:19
80636,7.02,2022-01-11 23:39:00
84714,1.806,2022-01-12 00:18:42
83624,0.978,2022-01-12 00:40:05
84958,0.924,2022-01-12 01:00:16
83421,0.944,2022-01-12 01:20:24
83757,1.072,2022-01-12 01:43:54
83786,0.9,2022-01-12 02:03:35
84337,1.0,2022-01-12 02:25:03
84598,0.876,2022-01-12 02:44:25
83276,0.916,2022-01-12 03:04:28
84091,0.924,2022-01-12 03:24:25
84424,1.096,2022-01-12 03:48:33
83902,0.96,2022-01-12 04:09:06
84511,1.916,2022-01-12 04:50:45
84120,0.94,2022-01-12 05:11:08
84929,0.972,2022-01-12 05:32:46
